Pulse;Camera;Time;Category;Comments
103637;KLDT-O5WB;49,56151;UFOs;Some light on UDPT also at 52.12997s (very likely Ti, according to JETDSP).
103615;KLDT-O5WD;49,97758;UFOs;UFO falling at the outboard side for 3 frames
103610;KL11-P1DB;49,2179;UFOs;Some UFOs coming from inner-wall.
103605;KLDT-O5WB;59,69384;UFOs;Some UFOs appear during the disruption. (seen also by the KLDT- E5WD camera)
103602;KLDT-O5WB;52,48792;UFOs;Plenty of UFOs during the disruption seen also by the KLDT- E5WD camera.
103581;KLDT-O5WB;52,95;UFOs;Some blue (52.950s, 57.285s) and white (53.271s, 56.041s) UFOs appeared next to WOPL and ICRH (54.556s, 55.559s) during the pulse. According to JETDSP very likely beryllium and titanium events.
103580;KLDT-O5WB;53,29987;UFOs;Huge UFO at frame 381-384 which travels from the outer wall to the divertor.
103577;KLDT-O5WB;54,2654;UFOs;Large-ish UFO. Frame 405.
103576;KL11-P1DB;47,578;UFOs;A series of UFO's in the divertor, frame 530-532, 566, 580, 601, 621.
103574;KLDT-O5WB;53,53;UFOs;"Large UFO at top of vessel frame
386. Also seen on KLDT-P5WA at frame 543."
103573;KLDT-O5WB;52,79649;UFOs;Muktiple UFO's frame368-371, 381, 390, 459 due to unsuccessful clean up pulse last session.
103573;KL11-P1DB;54,1576;UFOs;UFO collides with outer divertor frame 859.
103571;KLDT-O5WB;48,13145;UFOs;UFO falling from UDPT very likely Ti event seen also by KL1-O8WA camera.
103570;KL11-P1DB;49,09791;UFOs;Few UFOs right after disruption.
103569;KL11-P1DB;49,13791;UFOs;Quite a few UFOs right after the disruption.
103565;KL11-E1DC;46,11817;UFOs;UFOs at the beginning of the pulse also seen by camera KL11-P1DB and hostspot on tile 8 slightly stronger than during the pulse earlier.
103564;KL11-P1DB;45,93815;UFOs;A lot of UFOs at the beginning and end of the pulse (also seen by the KL11-E1DC camera 49.50488), and the hotspot on plate 8 has returned.
103559;KL7-E8WB;50,22336;UFOs;Bouncing UFO, also something visible on KL7-P8WA camera.
103507;KLDT-O5WB;45,56106;UFOs;Titanium UFO falls from top of vessel and causes disruption. Visible for several frames.
103493;KLDT-O5WB;50,3;UFOs;UFO(s) prior to disruption at ~51s
103483;KLDT-O5WB;53,81711;UFOs;UFO observed at 53.81711s moving across three frames
103480;KLDT-O5WB;46,00015;UFOs;Several UFOs observed between 46-49.9 seconds.
103479;KLDT-O5WB;52,30637;UFOs;Blue hue on upper dump plate at 52.30637s indicative of a UFO
103478;KLDT-O5WB;54,20768;UFOs;UFO from upper dump plate at 54.20768s
103476;KLDT-O5WB;52,16288;UFOs;UFOs spotted in single frames at 52.16288, 52.80520 & 53.68812s.
103462;KL11-P1DA;50,1437;UFOs;Few UFO's in divertor after disruption
103452;KL11-P1DA;53,50137;UFOs;Slow-moving UFO in divertor. Also visible on KL11-P1DB.
103445;KLDT-O5WB;56,12;UFOs;A couple UFOs on this pulse
103440;KLDT-O5WB;55,64096;UFOs;Observed near the upper Dump plates
103436;KLDT-O5WB;56,64981;UFOs;Outer wall two events and another minor UFO observed at UDPT at a different time
103435;KLDT-O5WB;54,10984;UFOs;Location: upper dump plate, there are more UFOs at the UDPT but the one recored here is the brightest
103434;KLDT-O5WB;50,17479;UFOs;UFOs visible near upper dump plate
103431;KLDT-E5WD;62,0625;UFOs;UFOs at the inner wall guard limiter
103431;KLDT-O5WB;62,2008;UFOs;It looks like falling from the upper dump plates
103422;KL11-P1DB;57,237;UFOs;Reasonable number of UFOs liberated from top of outer divertor at disruption.
103404;KLDT-O5WB;52,44681;UFOs;A number of small UFOs appear
103403;KL11-P1DB;55,87746;UFOs;UFO seen flying upwards
103403;KL11-P1DB;52,89765;UFOs;Another UFO seen flying off from divertor, much like the last one
103403;KL11-P1DB;52,47771;UFOs;UFO flies off from divertor - can be seen for the next few frames
103403;KLDT-O5WB;54,95154;UFOs;UFO seen on outer wall, may be related to small flash near divertor below a few frames earlier
103403;KLDT-O5WB;54,38965;UFOs;UFO seen on lower outer wall
103403;KLDT-O5WB;53,98836;UFOs;UFO appears on outer wall - is seen two frames later below upper dump plate
103402;KL11-P1DB;52,63771;UFOs;UFO can slowly be seen moving across screen in few previous frames - this UFO then hits divertor, causing a splay of materials over next few frames.
103389;KLDT-O5WB;51,48104;UFOs;Large UFO
103389;KLDT-O5WB;51,20015;UFOs;Bright flash in the upper divertor, possibly particle falling down from the top.
103389;KLDT-O5WB;48,35067;UFOs;UFOs on the outboard site near NBI starting here and throughout the pulse
103385;KLDT-O5WB;48,45628;UFOs;A number of UFOs seen for a few frames
103381;KLDT-ORWB;51,98388;UFOs;Another large UFO, followed by some smaller UFOs a short time later.
103379;KLDT-O5WB;48,01146;UFOs;Large number of UFOs from 48s to 49s, and some (but fewer) UFOs seen until around 52s.
103372;KL11-P1DB;56,57737;UFOs;UFO from divertor
103371;KLDT-O5WB;50,93907;UFOs;Ti UFo. as seen on spectroscopy plus another at 57.3 and 58
103370;KL11-P1DB;50,19788;UFOs;UFOs from divertor. strike point seems to be cleaning off deposits
103370;KLDT-O5WB;51,49102;UFOs;small Ti UFo visible on camera and spectroscopy
103370;KLDT-O5WB;50,32634;UFOs;small Ti UFo visible on camera and spectroscopy
103370;KLDT-O5WB;54,25969;UFOs;Falling UFO Causes disruption. Spectroscopy suggests Ti
103367;KLDT-O5WB;51,4968;UFOs;"UFO on UDPT frame 292, 323, 329,
336 similar to previous pulse."
103367;KLDT-O5WB;50,97;UFOs;UFO on BEION plate frame 364 similar to previous pulse.
103366;KL11-P1DB;51,3978;UFOs;UFO seen frame 722-723 from outer divertor plate. Increased radiation and Tungsten impurities found at same time on cview.
103366;KLDT-O5WB;51,46;UFOs;UFO's seen frame 335 from BEION plate and frame 336-337 from UDPT. Not seen on other cameras but increased radiation and Tungsten impurities found at same time on cview.
103362;KLDT-O5WB;52,16985;UFOs;Two UFOs next to the NBI duct
103360;KLDT-O5WB;56,72573;UFOs;Location at the Upper Dump Plates
103347;KLDT-O5WB;50,79709;UFOs;Faint hint of a UFO coming from top of the machin
103345;KLDT-O5WB;51,52253;UFOs;Potential UFO at 51.52253s
103343;KLDT-O5WB;62,70539;UFOs;Several UFOs obseverd at 62.70539 in a single frame
103341;KLDT-O5WB;53,96219;UFOs;UFOs obseverd between 51.6-54s
103329;KL11-P1DB;59,3572;UFOs;UFOs party! at the divertor region
103314;KL11-P1DA;49,18132;UFOs;Numerous UFOs in divertor zone after disruption.
103314;KLDT-P5TB;49,15135;UFOs;Numerous hotspots visible on tile 8 with a background of plasma light. In the next few frames there are some UFOs.
103295;KLDT-O5WB;52,5617;UFOs;UFT falls from UDPT. Also sen on KLDT-E5WD at frame 674-675.
103290;KLDT-O5WB;55,09;UFOs;UFO at frame 425 and 440. Not seen on other cameras.
103289;KLDT-O5WB;55,075;UFOs;Large cluster of UFO's flying right to left across camera. Seen on KLDT- O5WB at frame 425, KLDT-P5WA at frame 595, KLDT-E5WD at frame 799 and on fast camera at 55.01 sec. Origin and material unknown but in 527nm range.
103284;KLDT-O5WB;52,10559;UFOs;Titanium UFO potentially triggering the disruption.
103283;KLDT-O5WB;51,1442;UFOs;Titanium UFO over 2 frames
103275;KLDT-O5WB;51,83879;UFOs;Potential UFO observed at 51.83879 in a single frame
103271;KLDT-O5WB;56,15219;UFOs;Many Ti UFOs during beams (50-56). biggest visble on op camps, more show up in spectroscopy.
103270;KLDT-O5WB;51,5927;UFOs;Multiple Ti UFOs again. Clear on spectroscopy, many only apearing for one or two frames between 50 and 54
103269;KLDT-O5WB;55,53572;UFOs;Seven Ti spikes on spectroscopy between 50 and 56, the three biggest of which are visible on the opcam. with the last visible for 3 frames.
103266;KL11-P1DB;55,19748;UFOs;many UFOs coming from the divertor during disruption
103263;KLDT-O5WB;51,0502;UFOs;Large Ti spike in spectroscopy, butUFo is not in usual place for Ti UFOs
103262;KLDT-O5WB;50,84816;UFOs;Five titanium UFOs show on spectroscopy and some on camera between 49 and 55
103261;KLDT-O5WB;50,65817;UFOs;Two Titanium UFOs near UDP in quick succession - one at 50.65s, the next at 50.89s. Confirmed by a double peak in Titanium spectroscopy.
103256;KLDT-P5TB;56,71138;UFOs;Large number of UFO's released from divertor after disruption
103247;KLDT-O5WB;50,51432;UFOs;The UFO was not identifiable by the DC (Ivor C.)
103245;KLDT-O5WB;50,00389;UFOs;location at the UDPT
103186;KLDT-O5WB;64,06629;UFOs;UFO during disruption
103185;KLDT-O5WB;50,58846;UFOs;Another TI UFo from top of machine.
103185;KLDT-O5WB;61,46486;UFOs;UFO and strange reflections maybe? Looks like Ti again from spec
103184;KLDT-O5WB;55,47335;UFOs;Large Ti UFO drops in and breaks up. Very clear on spectroscopy
103182;KLDT-O5WB;54,02792;UFOs;Ti UFo drops from above
103178;KLDT-O5WB;55,46586;UFOs;UFO from top aligns with clear Ni spike in spectroscopy
103173;KLDT-O5WB;59,33554;UFOs;Small UFo from top. Possibly Ti based on spectroscopy
103159;KL11-P1DB;47,71803;UFOs;UFO in divertor
103159;KL11-P1DB;48,118;UFOs;UFO in divertor
103158;KL11-P1DB;53,73755;UFOs;"Repeated UFOs in the divertor in this clean-up pulse, frames
838-900. After that it quietens down."
103156;KL11-P1DB;44,55827;UFOs;UFOs in the divertor, coming directly from a persistent hot spot on the boundary of tiles 5 and 6.
103156;KL11-P1DB;41,4785;UFOs;UFOs in the divertor for 9 frames, followed by further UFOs.
103156;KLDT-P5TB;46,60228;UFOs;UFOs in the divertor for 3 frames - immediately followed by disruption.
103155;KL11-P1DB;48,57794;UFOs;UFOs in divertor zone immediately after disruption - hard to see them clearly.
103155;KL11-P1DB;48,09797;UFOs;UFOs in divertor zone for 4 frames.
103152;KLDT-O5WB;48,00151;UFOs;Large bright spot on UDPT. Frame 249.
103148;KL11-P1DB;53,77;UFOs;Series of UFO's in divertor. Frames 840-860.
103138;KLDT-E5WC;48,16142;UFOs;Observed UFOS on the outer wall guard limiter and travelling towards the divertor region
103137;KLDT-E5WC;48,17309;UFOs;Starting 48.17309s UFOs are seen falling from the Upper Dump Plates, moving across the plasma from the outer wall gaurd limiter, also travelling around the inner wall guard limiter.
103127;KL7-E8WB;48,905;UFOs;UFO/droplet spotted, dropping across four frames
103123;KL11-P1DA;46,28132;UFOs;Nice little UFO eruption in the vicinity of Tile 4.
103122;KL11-P1DA;52,00129;UFOs;Once again a UFO released by heating in the tile 9 or 10 area. Several frames.
103119;KL11-P1DA;51,90136;UFOs;UFOs diverging from a point on Tile 8.
103119;KL11-P1DA;51,14136;UFOs;UFOs originating just out of shot in the Tile 9 area just before the end of the pulse.
103116;KLDT-O5WB;45,71497;UFOs;Huge blue streak initiated on the inner wall. Maybe very close to the camera? Not visible on KLDT-P5WA.
103115;KL11-P1DB;47,53802;UFOs;Fast-moving javelin UFO in divertor over 3 frames.
103115;KL11-P1DB;42,27844;UFOs;UFO in divertor over 4 frames.
103114;KL11-P1DB;51,15778;UFOs;UFO crosses image over several frames.
103113;KLDT-O5WB;48,09593;UFOs;Particular bright UFO appears on outboard side
103113;KLDT-O5WB;47,73472;UFOs;UFO appears at top of screen - appears for a few frames after
103113;KLDT-O5WB;47,45371;UFOs;Bright UFO appears in outboard side (visible on frame 233)
103113;KLDT-O5WB;47,09228;UFOs;UFO (Likely titanium) appears over a few frames at top of screen
103112;KLDT-O5WB;57,85507;UFOs;Large number of UFOs appear (frame 494)
103112;KLDT-O5WB;47,01762;UFOs;Multiple UFOs occur throughout pulse, tending to appear at upper dump plate. Marked as UFOs tend to appear at same point at multiple times
103111;KLDT-O5WB;47,25684;UFOs;UFO Observed over antennae location
103110;KLDT-O5WB;50,22142;UFOs;Multiple faint UFOs appear on frames 303 and 304
103109;KLDT-O5WB;42,61838;UFOs;UFO visible near inner limiter on frame 115
103108;KLDT-O5WB;49,89452;UFOs;UFO visible by upper dump plates
103108;KLDT-O5WB;48,65;UFOs;UFO appears in top right corner (again)
103108;KLDT-O5WB;48,48963;UFOs;UFO visible in top right corner - does not appear in adjcaent frames
103108;KLDT-O5WB;48,12832;UFOs;UFO seen flying from inner wall outwards. Can see UFO appear on previous frame
103088;KLDT-O5WB;55,70618;UFOs;UFO near UDP
103088;KLDT-O5WB;55,70618;UFOs;UFO near UDP
103086;KLDT-O5WB;49,95994;UFOs;UFO at upper dump plate, one frame
103067;KL11-P1DB;45,65;UFOs;Intense UFO activity in the divertor (frames 434-516), possible mobilised Be droplets from previous pulse
103063;KL7-E8WB;48,86963;UFOs;UFOs at 48.86963s & 48.99636s
103063;KL7-E8WB;48,86963;UFOs;UFOs at 48.86963s & 48.99636s
103056;KLDT-O5WB;48,44465;UFOs;Lots of UFOs coming from the outer limiters throughout the heating phase.
103055;KLDT-O5WB;44,57759;UFOs;Two Simultaneous UFOs. One is blue and coming from the nPL so should be Be. The other is white and is consistent with the increase in the titanium trace.
103031;KLDT-O5WB;49,54689;UFOs;"Multiple events primarily appearing at the UDPT. Other instances were: 48.78454s, 49.26599s, 49.98848s,
50.14904s, 50.30963s, 51.63421s,
51.19639s, 53.36006s"
103030;KLDT-O5WB;51,34975;UFOs;Influx of particles falling from the top. There are a number of events for this pulse at also these other times: 51.91157s, 52.6345s, 53.75751s
103021;KLDT-O5WB;50,14165;UFOs;Large particle falling from the top of the vessel for 3 frames
102991;KL11-P1DB;49,09795;UFOs;Large UFO goes down into divertor
102980;KLDT-E5WD;62,35;UFOs;UFOs towards end of pulse
102970;KL11-P1DB;57,83733;UFOs;Lots of dust just after disruption, seen also by KLDT-O5DB ands KLDT-E5WD.
102970;KLDT-O5WB;51,35686;UFOs;Titanium event apear around WOPL, also seen by KLDT-P5WA camera.
102958;KL11-P1DA;59,48109;UFOs;UFOs in the divertor starting just before the disruption.
102957;KLDT-O5WB;50,5965;UFOs;Bright white UFO on outboard side. not visible on PIW camera.
102942;KL11-P1DB;52,89766;UFOs;Numerous UFOs visible for a few frames. Some appear to follow helical path around divertor
102938;KLDT-O5WB;49,19364;UFOs;Top location and the event spanned over 3 frames
102935;KLDT-O5WB;48,58036;UFOs;Multiple UFO events until 55s.
102934;KLDT-O5WB;48,14976;UFOs;From 48.14976 to 53s, there are a number of UFOs located at the top. Confirmed to be Titanium.
102932;KLDT-O5WB;50,80014;UFOs;From 50.80014s to ~53.5s, anumber of UFOs are visible at the top. Confirmed by spectroscopist to be Titanium.
102931;KLDT-O5WB;49,5915;UFOs;Top, one frame, confirmed by spectroscopist to be Titanium.
102924;KLDT-O5WB;49,538;UFOs;Another Titanium (?) UFO from the top. A few frames later, a white band appears along the UPDT
102923;KLDT-O5WB;53,33774;UFOs;Large Titanium (?) UFO from the top, spanning two frames
102902;KLDT-O5WB;53,3609;UFOs;Something is coming out of the NBI duct and falling.
102899;KLDT-O5WB;52,77337;UFOs;Some UFOs are dropping from UDPT- 2 frames.
102898;KLDT-O5WB;54,71683;UFOs;"Some UFOs appear throughout the pulse in different locations of the chamber, according to JETDSP  could be titanium. (55.64, 55.8,
56.1616, 56.402, 56.643, 57.405s)"
102897;KLDT-O5WB;57,80059;UFOs;Some droplet falls from the UDPT (seen also by Fast Camera Viewer KLDT-E5WE).
102889;KLDT-O5WB;55,52;UFOs;Several UFO's from outer wall during pulse. Eg around frames 431, 436, 445, 455, 462, 466, 472.
102888;KLDT-O5WB;53,996;UFOs;Single frame UFO also seen on KLDT-P5WA.
102888;KL11-P1DB;47,63809;UFOs;Event generated from tile 4
102885;KLDT-O5WB;49,11963;UFOs;Suspected Titanium UFO drops from UDP and explodes - peak in Titanium seen in spectroscopy shortly after. Quite spectacular in fast camera!
102883;KLDT-O5WB;48,16431;UFOs;UFO becomes detached from limiter and flies into plasma. Can see it on KLDT-E5WE from 48.05s onwards.
102879;KLDT-E5WE;47,9852;UFOs;UFOs seem to travel from limiters towards plasma at beginning of disruption
102879;KL11-P1DB;48,05803;UFOs;Large number of UFOs released from Divertor after disruption
102867;KLDT-O5WB;52,66642;UFOs;Some flash coming from UDP according to JETDSP impurities it can be Ti (seen also by fast camera viewer KLDT-E5WE) also at 55.71678 and 56.27857s.
102863;KLDT-O5WB;56,95977;UFOs;Blue UFO coming from outboard wall.
102861;KL11-P1DB;52,13772;UFOs;UFO coming from tile 6/7 (6 frames)
102857;KLDT-O5WB;57,98301;UFOs;"UFO falling from Upper Dump Plate, possibly causing disruption. Upper Dump Plate was not hot (~605 deg) at time of UFO and disruption.
Frames 497-499."
102854;KL11-P1DB;54,39761;UFOs;Flurry of UFO's from divertor, frame 871-889.
102847;KLDT-O5WB;50,33921;UFOs;Very bright UFO in main chamber. Also visible in KLDT-P5WA.
102844;KLDT-P5TB;57,64746;UFOs;UFO in divertor before disruption for one frame only.
102838;KL11-P1DB;57,27739;UFOs;Few UFOs appeared after disruption in the divertor.
102838;KLDT-O5WB;49,95089;UFOs;Light/drop appeared on UDPT (one frame) seen also by KLDT-E5WD very likely berylium.
102822;KLDT-O5WB;53,68163;UFOs;UFO near Oct 4 NBI. Coincides with a copper spike
102815;KLDT-O5WB;48,2146;UFOs;Strong signal on this and the following frame
102813;KLDT-O5WB;48,67101;UFOs;3 bright spots in same location as previous pulse, still believed to be molybdenum
102812;KLDT-O5WB;53,05262;UFOs;potential molybdenum UFO as noted by spectroscopist
102811;KLDT-O5WB;49,1998;UFOs;Titanium event falling from upper dumpplate, comfirmed with spectroscopist
102810;KLDT-O5WB;54,41998;UFOs;Bright flash x2 between 4b and LH antenna. Tungsten peak seem on Impurity signals on xpsedit
102810;KLDT-O5WB;54,41998;UFOs;Bright flash x2 between 4b and LH antenna. Titanium peak seem on Impurity signals on xpsedit
102810;KLDT-O5WB;54,41998;UFOs;Bright flash x2 between 4b and LH antenna
102804;KLDT-O5WB;52,99616;UFOs;UFO falling from UDPs
102797;KLDT-P5WA;59,15423;UFOs;UFOs after disruption on inner wall
102792;KL11-P1DB;59,17719;UFOs;Curly UFOs just before disruption, when plasma hits the divertor
102784;KLDT-E5WD;48,48;UFOs;UFO circulating above the divertor.
102783;KL11-P1DA;54,78136;UFOs;UFOS just after the disruption and they continue for another 10 frames
102781;KL11-P1DA;51,80131;UFOs;UFO's from divertor tile 5 shooting up vertically
102768;KL11-P1DB;56,3374;UFOs;UFOs in the divertor
102768;KLDT-O5WB;56,44799;UFOs;Several blue flashes on the outer wall. Not visible on PIW cam.
102762;KLDT-P5TB;54,51544;UFOs;UFOs in divertor after disruption
102761;KL11-P1DA;53,22137;UFOs;More UFOs after disruption
102760;KL11-P1DB;53,11768;UFOs;Multiple UFOs on Div tiles 5/6
102737;KLDT-O5WB;62,47955;UFOs;UFO dust appears during pulse termination.
102735;KL11-P1DB;51,35783;UFOs;Quite a few UFOs coming from tile 6 during disruption and after (few frames), seen also by KLDT-P5TB camera
102734;KL11-P1DB;50,87787;UFOs;UFOs appear during disruption seen also by KLDT-P5TB (few frames)
102732;KL11-P1DB;54,93755;UFOs;UFO coming from tile 6
102732;KLDT-O5WB;54,4835;UFOs;Three blue lights appear near WOPL also seen through protection camera KLDT-P5WA and experimental KLDT-E5WD..very likely beryllium.
102714;KLDT-O5WB;50,64;UFOs;UFOs in the termination phase
102714;KLDT-O5WB;46,39;UFOs;Possible droplet falling from UDP
102709;KLDT-E5WD;50,67;UFOs;Massive UFO cloud - most likely beryllium.
102709;KLDT-O5WB;50,79;UFOs;Massive UFO cloud - most likely beryllium.
102699;KLDT-O5WB;52,37791;UFOs;Lots of particles at pulse termination
102696;KLDT-O5WB;48,286;UFOs;UFOs coming out of NBI
102694;KLDT-O5WB;54,952;UFOs;UFO in the divertor, disruption early in the divertor phase
102692;KLDT-O5WB;50,99735;UFOs;Unusuall UFO on outboard side limiter.
102684;KLDT-O5WB;62,445;UFOs;Bad landing with the plasma hitting the inner wall and sending some UFOs into the vessel. Also seen by KLDT-E5WD.
102672;KL1-O8WA;53,42563;UFOs;UFOs ejected from Oct 8 NBI immediately before disruption
102667;KLDT-O5WB;50,55024;UFOs;Large UFO at the outboard side
102608;KL7-E8WB;48,38537;UFOs;UFO falling over a few frames. Moves too fast for a falling droplet. Probably just dust/debris
102601;KLDT-P5WA;51,82845;UFOs;UFO near inner wall immediately before disruption
102588;KLDT-O5WB;54,90037;UFOs;UFOs in divertor region during the landing
102571;KLDT-P5TB;48,37802;UFOs;One frame only
102569;KLDT-P5WA;50,43863;UFOs;Mystery spots for 2 frames well after the disruption, after the plasma current was zero. (Ops cam image is perfectly black.)
102540;KLDT-O5WB;42,02695;UFOs;Lots of UFOs from the rain that fell after the previous pulse's disruption. Also seen by KLDT-E5TA and KL11s
102539;KLDT-E5WC;48,6;UFOs;Lots of UFOs spanning half a second. Also seen by KLDT-E5TA. Not seen by KL7, suggesting a localization of this event to octant 4 and 5 at least.
102516;KLDT-O5WB;63,07;UFOs;UFO in the termination phase. Overall unusual termination phase (frames 584 onwards)
102510;KLDT-O5WB;54,87;UFOs;Bright flash next to UDP. Reported only the one at 54.87 s. There were three of this kind @ 51.89 and 50.85s. Spectroscopy confirmed it was Titanium in all three flashes.
102497;KL11-P1DB;48,43806;UFOs;UFO appeared just before disruption -one frame.
102496;KL11-P1DB;48,61801;UFOs;Several UFOs seen just after disruption.
102493;KL11-P1DB;52,29773;UFOs;Many UFOs flying around starting when the beams come on. Seems to be Nickle from scpectroscopy.
102487;KLDT-O5WB;49,68985;UFOs;Large particles falling down from UDP and disintegrating, ~8 frames
102446;KL11-P1DB;45,39835;UFOs;Several UFOs flaying around divertor seen also by KLDT-E5WD.
102442;KLDT-O5WB;44,67815;UFOs;UFOs (blue particles) coming from nPL and also few frames later from WOPL.
102441;KLDT-O5WB;44,51959;UFOs;UFO coming from tile 6 very likely Ni (impurity event seen in this time).
102440;KLDT-O5WB;46,13692;UFOs;Some UFOs/blue lights coming from WOPL/nPL through several frames.
102435;KLDT-O5WB;48,9415;UFOs;Few UFOs seen through several frames.
102434;KLDT-O5WB;45,90921;UFOs;"Several UFOs flying around the vessel to the end of the pulse. BEION4 near to the limit ~840 degree (KLDT-P5WA-46.6s), also ""sausages"" on the bottom inner wall were getting hot~1000deg. SL informed-next pulse repeat with RF to replace part of NBI power."
102433;KLDT-O5WB;49,56297;UFOs;"Several UFOs coming probably from WOPL (something also seen by the KLDT-P5WA camera). As well several UFOs seen around divertor just after disruption- KL11-P1DB
~49.538s."
102397;KLDT-O5WB;48,58;UFOs;UFOs in the divertor frames 263-272
102396;KLDT-O5WB;48,07;UFOs;Single frame spark. Too much to say it's an UFO
102382;KL11-P1DB;54,59758;UFOs;Several UFOs apprearing throughout the cleaup pulse
102347;KL11-P1DB;45,71823;UFOs;UFO coming probably from tile6 or 7 and more UFOs few frames later
102308;KLDT-O5WB;47,135;UFOs;Large UFO on the outboard side
102307;KLDT-O5WB;45,27193;UFOs;Flurry of particles on the outboard side
102305;KLDT-O5WB;46,8677;UFOs;Bright UFO, also seen in KLDT-P5WA (at 46.79865)
102305;KLDT-O5WB;45,78408;UFOs;Bright UFO
102305;KLDT-O5WB;44,78109;UFOs;Flurry of particles on the outboard side (seemingly coming out of NBI)
102267;KLDT-O5WB;67,79521;UFOs;UFOs flying out of the divertor for 12 frames
102244;KLDT-O5WB;47,259;UFOs;Inner wall sparks recorded for 4 frames
102235;KLDT-P5WA;49,16668;UFOs;Several UFOs appear near the outer limiter between t=49.16668s and t=49.56825s
102168;KL11-P1DB;56,4;UFOs;Starting at ~56.4s Cu/Md impurity flux, causing a mode lock, magnetic centre of the plasma moves down by 15cm.
102149;KL11-P1DB;49,99798;UFOs;UFOs in Tile 8 region just after disruption. If you look closely you can even see a little black spot in the last frame of the disruption.
102145;KL11-P1DB;42,9185;UFOs;Very bright UFO in divertor zone
102145;KL11-P1DB;41,65856;UFOs;UFOs in divertor zone for several frames.
102145;KL11-P1DB;43,11848;UFOs;UFO in divertor zone. (Small UFOs also in some previous frames)
102141;KLDT-O5WB;51,61641;UFOs;"Fairly bright UFO at top of machine
- not visible on Ops Cam."
102129;KLDT-E5WD;53,775;UFOs;Still some dust flying around with the end of the pulse.
102101;KLDT-O5WB;54,25567;UFOs;UFO dropping from UDPT similar to during the pulse 102096
102096;KLDT-O5WB;55,69046;UFOs;UFO dropping from UDPT, seen also by KLDT-E5WD camera but not by protection
102081;KLDT-O5WB;49,01416;UFOs;UFOs coming from limiters throughout pulse
102074;KLDT-E5WD;46,449;UFOs;UFOS circling on top of the divertor
102068;KLDT-E5WD;48,23;UFOs;UFOs appear to be produced at the NPL in between the Antenna B and the LH
101957;KL11-P1DB;44,87841;UFOs;UFO visible on this frame (just) and the next entering the field of view.
101950;KLDT-P5WA;50,29495;UFOs;UFO on the outer wall. Also visible on KLDT-O5WB, 50.34306 s.
101939;KLDT-O5WB;54,44;UFOs;Several UFOs in the divertor starting with frame 409
101937;KLDT-O5WB;43,37;UFOs;Brigh UFO in the divertor area
101897;KLDT-E5WD;57,15;UFOs;UFOs seen in the divertor zone -few frames, also seen some UFOs by KL11-P1DB more or less in the same time
101894;KLDT-E5WD;49,8125;UFOs;UFOs flying in the divertor zone (several frames)
101892;KLDT-E5WD;47,375;UFOs;UFO seen on tile 3/4 one frame and then around 53.3875s UFO seen on tile 0/1 one frame
101892;KL11-P1DB;47,45819;UFOs;UFO flaying around divertor and splashing on tile 7
101887;KL11-P1DB;54,8377;UFOs;Flurry of particles from the outer divertor following the disruption
101867;KLDT-O5WB;47,16602;UFOs;Blue flash on limiter 4D.
101846;KL1-P4DA;48,50136;UFOs;Small UFO on tile 8, despite apparent lack of heating.
101845;KL11-P1DB;48,63814;UFOs;Hot UFO shoots up from tile 8
101845;KL11-P1DB;48,39816;UFOs;UFO after impact of runaways
101844;KLDT-O5WB;56,19923;UFOs;Minor UFOs such as this one in the divertor zone, but no more than expected after the last pulse. Not visible on protection cam.
101840;KL11-P1DB;55,43766;UFOs;UFOs visible for 2 frames.
101840;KL11-P1DB;61,63722;UFOs;Very bright UFO
101840;KLDT-O5WB;54,68106;UFOs;Blue streaks in the divertor zone. Also visible on KLDT-P5WA frame 584.
101813;KLDT-O5WB;51,5875;UFOs;Single frame blue UFO
101803;KL11-P1DB;54,7577;UFOs;Christmas is coming!
101800;KL11-P1DB;49,09808;UFOs;
101789;KL11-P1DB;40,6787;UFOs;Quite few UFOS flying around on the begining of the pulse (seen by KLDT-O5WB) and some UFO coming from tile 3 (?)47.35822s.
101775;KLDT-E5WD;41,7;UFOs;UFO from inner divertor/wall
101773;KLDT-O5WB;41,66006;UFOs;UFOs in deivertor just after x formation
101756;KL11-P1DB;45,97;UFOs;Intense UFO activity which seems be be generated from the divertor inner tile(1) initially and bounce to outer divertor (45.6s to 48.03)
101754;KLDT-O5WB;46,07;UFOs;UFOs spotted after X formation on the upper divertor inner side.
101748;KL11-P1DB;41,89857;UFOs;UFO in divertor visible for 3 frames.
101746;KLDT-O5WB;55,3698;UFOs;Attractive tinselly UFO in Ops Cam.
101745;KLDT-O5WB;41,65961;UFOs;Unimpressive UFOs in the divertor zone over several frames.
101741;KLDT-O5WB;72,24633;UFOs;Blue flash on the inboard wall at the very end of the pulse.
101722;KLDT-O5WB;50,64995;UFOs;Diffuse blue spot on outer wall. Also visible on KLDT-E5WD in frame 924.
101721;KL11-P1DA;54,96136;UFOs;UFO from Tile 7.
101721;KL11-P1DB;54,89763;UFOs;UFOs from Tile 7.
101685;KL11-P1DB;51,5578;UFOs;UFO from tile 5 and some UFOs during disruption (53.05771s mostly on tile 8) and after
101640;KLDT-O5WB;48,58887;UFOs;Two ufos at 48.5 and 50
101528;KLDT-O5WB;44,40471;UFOs;Short lived UFO near the inner wall early in the pulse
101522;KLDT-O5WB;66,643;UFOs;Sparkles for several frames.
101521;KLDT-O5WB;66,42246;UFOs;Shower of blue UFOs over several frames. Not visible on KLDT-P5WA.
